Question,Answer
"Prior to this election, a political coalition called Ensemble was formed to include parties such as Horizons. In this election's primaries, Éric Zemmour (eh-REEK zem-or) of the Reconquest party garnered 7% of the vote. The lowest result for a Socialist candidate in the country's history was achieved by (*) Anne Hidalgo in this election. The winner of this election, who founded a party now known as Renaissance, was the first to win re-election since Jacques Chirac in 2002. For 10 points, name this election in which Marine (mah-RIN) Le Pen lost to Emmanuel Macron.","2022 French presidential election [prompt on partial answers; accept any answer indicating the year, office, and location of the election]"
"The Vigla was an elite unit in this empire's tagmata (TAHK-mah-tah) military system. A monarch of this empire had his skull turned into a drinking cup after losing to Krum at the Battle of Pliska. A monarch of this empire was taken prisoner by Alp Arslan after losing the Battle of (*) Manzikert (MAN-zik-ert) to the Seljuks. Under emperor Heraclius I (her-AK-lee-us the first), Greek titles began to be used in this empire's official documents. This empire ultimately fell in 1453 to the forces of Mehmed II's Ottoman Empire. For 10 points, name this empire centered at Constantinople.","Byzantine Empire [or Eastern Roman Empire; do not accept or prompt on ""Roman Empire""]"
"Nefolovhowe (nef-OH-loh-VOW-ay) becomes wealthy selling coffins in a novel from this country that follows Toloki (toh-LOH-kee), a professional mourner. Rosa, the title character of a novel from this country, is criticized by her former servant Bassie for not knowing his real name. A (*) ""bakkie"" is used to escape a civil war in this country by the Smales family with the help of a servant. In a novel from this country, Stephen Kumalo tries to save his son Absalom after he kills Arthur Jarvis. For 10 points, name this country home to Zakes Mda (ZIKES mid-AH), Nadime Gordimer, and Alan Paton.",South Africa [Republic of South Africa]
"For reactions with initiation and propagation steps, this quantity's equation has fractional exponents. Half-life formulas are derived from ""integrated"" equations for this quantity. The influence of temperature on this value is described by the (*) Arrhenius (uh-REE-nee-us) equation. If a reaction is at equilibrium, both the forward and reverse reactions have the same value for this quantity. By lowering activation energy, catalysts increase this value, calculated using a constant ""k."" For 10 points, name this value, the speed at which a chemical reaction occurs.",reaction rate [or rate constant]
"Off this country's coast, Barbary pirates conducted a series of slave raids called the Turkish Abductions. In this country's capital city, Mikhail Gorbachev and Ronald Reagan signed the Intermediate-Range Nuclear Forces Treaty. This country clashed with Britain over fishing rights during the (*) Cod Wars. The position of Lawspeaker was elected to oversee this country's Althing. For 10 points, name this country whose Eddas and sagas are the major source of information on the belief system brought here from the mainland known as Norse mythology.",Iceland [Republic of Iceland; or Ísland]
"A painting by an artist from this movement depicts a man on a pillar observing Greek, Egyptian, and Gothic buildings. A painter from this movement showed a civilization that lives on the rim of a massive cup that rises above the ground. The artist of The Architect's Dream and The Titan's Goblet belonged to this school, as did an artist who painted an (*) American Indian killing the title Last of the Buffalo. For 10 points, Albert Bierstadt and Thomas Cole belonged to what school named for a New York river?",Hudson River School
"This man argued in favor of including uncircumcised men at community meals during the ""incident at Antioch."" This man hears a prophecy of famine from Agabus while traveling through Cyprus and Asia Minor with Barnabas. The second half of Acts mostly describes the (*) deeds of this man, without mentioning his own writings, which make claims such as ""there is neither Jew nor Greek."" This person changed his name from Saul after converting on the road to Damascus. For 10 points, name this apostle who wrote Romans and both books of Corinthians.","Paul [or Saul of Tarsus until ""Saul"" is read]"
"In a Richard Linklater film, this actor plays a district attorney who charges Bernie with murder. This actor described the ""three things I need each day"" in an Oscars acceptance speech. A character played by this actor works with Rayon to deal (*) peptide T and other AZT alternatives after he is diagnosed with HIV. In a film, this actor uses gravity to send messages to his daughter Murph after being trapped in a black hole's singularity. For 10 points, name this actor who played Ron Woodroof in Dallas Buyers Club and Cooper in Interstellar.",Matthew McConaughey [Matthew David McConaughey]
"A book titled for this concept notes, ""Man is an animal suspended in webs of significance."" In another book, the Dobu, Zuni, and Kwaikiutl (kwah-KYOO-tul) are analyzed in terms of the Dionysian and Apollonian types of this concept. The ""Deep Play"" of cockfighting is discussed in a book on the (*) ""Interpretation"" of this concept by Clifford Geertz. Ruth Benedict wrote on ""Patterns"" of this concept, such as its ""shame"" and ""guilt"" types, in a book on Japan. For 10 points, name this anthropological concept of the collective beliefs and customs of a society.",culture [or cultures; or The Interpretation of Cultures; or Patterns of Culture]
"This President wrote the textbook Principles of Mining and translated Agricola’s De Re Metallica. Prior to becoming President, this man achieved a national profile for handling relief efforts during the Great Mississippi Flood. As head of the Food Administration during World War (*) I, this future President advocated for ""Wheatless Wednesdays"" and ""Meatless Mondays."" Shantytowns during a period of economic hardship were known as this president's namesake ""villes."" For 10 points, name this President in office at the start of the Great Depression.",Herbert Hoover [Herbert Clark Hoover]
"The curl of the current density equals negative a constant times this quantity per one of the London equations. The curl of the vector potential equals this quantity. Vacuum permeability times number of turns times current gives this quantity for a solenoid. This quantity can be calculated using (*) Ampere's law, and the right-hand rule is used to determine its direction. Iron filings can be used to trace the direction of these fields. For 10 points, name this fields measured in teslas, that flows from north to south poles and makes compasses point north.",magnetic field [or B field or H field]
"The ""Windflower"" theme appears in this composer's B minor violin concerto. Violas introduce a 9/8 theme before the soloist enters on quadruple stops in an E minor concerto by this composer. Beatrice Harrison first recorded a cello concerto by this composer popularized by (*) Jacqueline du Pré. Augustus Jaeger was depicted as a hunter in the ""Nimrod"" movement of a piece by this composer that may be titled after a hidden melody. For 10 points, name this composer of the Enigma Variations and Pomp and Circumstance.",Edward Elgar [Edward William Elgar]
"Co-infection with this pathogen and TB is called the cursed duet. This pathogen enters cells via the co-receptors CXCR4 and CCR5 using glycoprotein (GLAI-koh-pro-teen) gp120.  Co- infection of this pathogen and a herpes virus leads to Kaposi's sarcoma (kuh-POH-see's sar- KOH-muh). Inhibition of the reverse transcriptase (trans-KRIP-tayz) enzyme by medications such as (*) AZT and Truvada can lower the viral load of those infected with this virus. This lentivirus infects helper T cells, leading to decreased immunity. For 10 points, name this retrovirus that causes AIDS.","HIV [or human immunodeficiency virus; prompts on AIDS virus; do not accept or prompt on ""AIDS"" alone]"
